,AGE,ATTRITION,BUSINESS_TRAVEL,DISTANCE_FROM_HOME,EDUCATION,EDUCATION_FIELD,ENVIRONMENT_SATISFACTION,GENDER,JOB_INVOLVEMENT,JOB_LEVEL,JOB_ROLE,JOB_SATISFACTION,MARITAL_STATUS,MONTHLY_INCOME,MONTHLY_RATE,NUM_COMPANIES_WORKED,OVER_TIME,PERCENT_SALARY_HIKE,PERFORMANCE_RATING,RELATIONSHIP_SATISFACTION,STOCK_OPTION_LEVEL,TOTAL_WORKING_YEARS,TRAINING_TIMES_LAST_YEAR,WORK_LIFE_BALANCE,YEARS_AT_COMPANY,YEARS_SINCE_LAST_PROMOTION,YEARS_WITH_CURR_MANAGER,DATE_BIRTH,REMOTE_WORK
172,56,Yes,,7,2,technical_degree,4,0,3,1,laboratory_technician,3,married,2683.0,3666,8,No,11,3.0,4,1,14.0,4,1.0,10,9,8,1967,yes
173,39,No,travel_rarely,33,1,marketing,33,1,2,4,sales_executive,4,,12031.0,8828,0,,11,3.0,1,1,,2,2.0,20,9,6,1984,yes
174,53,No,travel_rarely,2,4,life_sciences,1,1,2,4,manager,4,married,15427.0,22021,2,No,16,3.0,3,0,,3,3.0,25,3,7,1970,yes
175,27,No,travel_frequently,8,3,,4,0,3,3,sales_executive,3,single,10007.0,2975,1,No,15,3.0,4,0,9.0,0,3.0,9,1,7,1996,no
176,30,No,travel_frequently,1,2,,3,1,3,2,laboratory_technician,4,,5304.0,10781,1,,23,4.0,4,0,12.0,2,,12,3,7,1993,yes
177,35,No,,18,5,life_sciences,2,0,3,3,sales_executive,1,married,10007.0,11031,1,,22,4.0,4,1,9.0,3,2.0,9,1,8,1988,yes
178,32,No,travel_rarely,1,3,medical,1,0,3,2,manufacturing_director,4,married,6162.0,10877,1,Yes,22,4.0,2,1,9.0,3,3.0,9,7,8,1991,yes
179,30,No,travel_rarely,1,1,life_sciences,4,0,2,2,laboratory_technician,4,married,5126.0,15998,1,,12,3.0,3,2,,1,,10,3,0,1993,no
180,46,Yes,,9,2,medical,3,0,2,3,sales_executive,4,,9619.0,13596,1,No,16,3.0,4,0,9.0,3,3.0,9,4,7,1977,no
181,30,No,travel_rarely,4,2,,3,1,2,2,sales_executive,2,,5304.0,19760,1,Yes,12,3.0,2,3,11.0,4,2.0,11,2,7,1993,no
182,32,No,,6,4,,2,0,3,2,sales_executive,3,single,5010.0,24301,1,No,16,3.0,1,0,12.0,0,3.0,11,5,7,1991,yes
183,35,No,travel_rarely,37,5,marketing,3,0,3,3,sales_executive,2,married,10007.0,11439,1,,13,3.0,1,2,,3,3.0,10,0,6,1988,no
184,32,No,,8,3,marketing,2,1,3,3,sales_executive,4,single,10007.0,15589,1,,14,3.0,4,0,9.0,2,3.0,9,3,7,1991,yes
185,41,No,travel_rarely,34,3,life_sciences,1,0,3,1,research_scientist,3,divorced,2683.0,4609,4,No,12,3.0,1,1,,2,3.0,9,1,8,1982,yes
186,40,No,travel_rarely,4,1,medical,4,1,3,5,manager,3,,19033.0,6499,1,No,14,3.0,2,1,21.0,2,3.0,20,9,9,1983,no
187,45,No,,2,2,,1,0,2,4,manager,4,married,15341.0,20462,9,No,23,4.0,4,1,22.0,1,3.0,20,11,8,1978,yes
188,32,Yes,travel_rarely,4,4,,4,0,1,3,sales_executive,4,married,10400.0,25812,1,No,11,3.0,3,0,14.0,2,2.0,14,9,8,1991,no
189,30,No,non-travel,1,1,life_sciences,3,0,2,3,manufacturing_director,3,,10007.0,20925,1,No,22,4.0,3,0,,2,3.0,11,5,8,1993,yes
190,37,No,,11,3,,2,0,3,3,research_director,4,,10007.0,10056,1,,14,3.0,3,3,,1,3.0,10,0,7,1986,yes
191,37,No,,4,4,,1,0,3,1,sales_representative,4,divorced,2793.0,2539,4,No,17,3.0,3,1,13.0,2,3.0,9,5,8,1986,no
192,40,No,,24,2,technical_degree,1,0,3,2,research_scientist,4,,5304.0,24447,1,No,17,3.0,1,2,,3,3.0,9,4,7,1983,no
193,36,No,non-travel,24,4,,2,1,3,2,laboratory_technician,2,married,5674.0,6927,7,,15,3.0,3,1,11.0,3,3.0,9,0,8,1987,yes
194,32,No,travel_rarely,7,3,life_sciences,4,0,2,2,sales_executive,3,married,5304.0,16985,1,,14,3.0,3,1,13.0,3,2.0,13,4,8,1991,yes
195,38,No,,25,2,life_sciences,1,1,2,3,research_director,2,,10007.0,26707,3,,17,3.0,3,1,,2,3.0,10,0,1,1985,yes
196,30,No,travel_rarely,28,2,,4,1,3,2,research_scientist,4,married,5304.0,11934,1,No,13,3.0,4,2,11.0,2,3.0,10,1,9,1993,yes
197,39,No,,1,1,,2,0,3,5,manager,3,,19197.0,8213,1,,14,3.0,3,1,21.0,3,3.0,21,1,6,1984,yes
198,60,No,,7,3,life_sciences,1,1,3,5,manager,1,,19132.0,3854,5,No,11,3.0,4,0,33.0,5,1.0,29,11,10,1963,yes
199,30,No,,22,4,other,3,1,3,3,sales_executive,1,,8412.0,2890,0,,11,3.0,3,0,10.0,3,3.0,9,7,8,1993,yes
200,31,No,travel_rarely,9,1,,3,0,3,3,manufacturing_director,2,divorced,10007.0,14394,1,No,25,4.0,4,1,,6,4.0,13,0,8,1992,yes
201,33,Yes,,3,3,life_sciences,1,0,3,1,research_scientist,1,single,3348.0,3164,1,Yes,11,3.0,1,0,,3,3.0,10,9,7,1990,no
202,50,No,,28,1,medical,4,0,4,1,laboratory_technician,3,married,2683.0,3297,1,Yes,11,,3,3,20.0,3,3.0,20,3,8,1973,yes
203,32,No,,24,4,life_sciences,1,0,3,2,laboratory_technician,4,,5309.0,21146,1,No,15,,4,2,10.0,2,3.0,10,4,7,1991,yes
204,42,No,,29,3,,2,0,3,2,manufacturing_director,2,,5304.0,11806,1,,13,3.0,4,1,10.0,3,2.0,9,7,8,1981,yes
205,49,Yes,,11,3,marketing,3,1,3,3,sales_executive,4,married,7654.0,5860,1,No,18,3.0,1,2,,3,4.0,9,7,7,1974,no
206,27,No,,5,1,,3,0,2,3,research_director,4,divorced,12808.0,8842,1,,16,3.0,2,1,,3,3.0,9,0,8,1996,yes
207,33,No,travel_rarely,1,3,medical,1,0,4,2,sales_executive,1,divorced,5304.0,21816,1,,22,,1,1,9.0,5,3.0,9,0,8,1990,yes
208,52,No,,26,4,,3,1,2,4,manufacturing_director,4,married,15341.0,19028,3,No,22,4.0,3,0,31.0,3,3.0,9,0,0,1971,no
209,32,No,,5,2,life_sciences,2,0,3,2,sales_executive,2,,5304.0,8891,1,No,14,3.0,4,1,10.0,3,3.0,10,5,3,1991,yes
210,36,No,,14,1,life_sciences,3,0,3,2,healthcare_representative,4,,6586.0,4821,0,,17,3.0,1,1,,2,2.0,16,4,11,1987,no
211,31,No,non-travel,20,2,,4,1,3,2,sales_executive,3,,5304.0,24406,1,,13,3.0,4,1,,2,2.0,9,0,0,1992,no
212,36,No,travel_rarely,2,4,medical,3,0,3,1,laboratory_technician,3,single,2519.0,12287,4,No,21,4.0,3,0,,6,3.0,11,3,9,1987,yes
213,52,No,,1,2,life_sciences,4,0,3,4,manager,4,married,17099.0,13829,2,,15,3.0,2,1,26.0,2,,9,7,8,1971,yes
214,33,No,non-travel,17,3,,4,0,3,4,manager,3,single,15341.0,20489,1,,11,3.0,4,0,10.0,2,3.0,10,6,0,1990,no
215,45,No,non-travel,23,2,life_sciences,4,0,3,2,laboratory_technician,1,,5304.0,14039,1,Yes,15,3.0,3,1,9.0,2,3.0,9,0,8,1978,yes
216,36,No,travel_rarely,12,5,,4,1,2,3,manufacturing_director,4,,10007.0,15669,0,,11,3.0,2,0,15.0,2,2.0,14,7,8,1987,yes
217,49,No,,8,4,,4,0,2,4,sales_executive,2,,13120.0,11879,6,,17,3.0,2,1,22.0,3,3.0,9,2,3,1974,no
218,29,Yes,,23,1,,4,1,2,3,sales_executive,1,,10007.0,11162,1,,13,,1,1,11.0,3,1.0,11,3,10,1994,yes
219,29,No,,6,1,,2,1,3,1,laboratory_technician,4,married,3131.0,26342,1,,13,3.0,1,1,,5,3.0,10,0,8,1994,no
220,37,No,,1,3,life_sciences,4,1,2,2,manufacturing_director,4,married,5304.0,9961,1,,13,3.0,2,1,14.0,2,2.0,14,3,11,1986,yes
221,33,No,travel_rarely,10,5,,4,0,4,3,sales_executive,3,,10007.0,21708,0,,14,3.0,4,2,,3,3.0,9,0,8,1990,yes
222,34,No,travel_frequently,19,3,medical,3,1,3,2,laboratory_technician,2,divorced,4444.0,22534,4,No,13,3.0,3,2,15.0,2,4.0,11,5,10,1989,yes
223,28,No,non-travel,1,3,,3,1,1,2,laboratory_technician,4,married,6674.0,16392,0,No,11,3.0,1,3,10.0,6,3.0,9,7,5,1995,yes
224,31,No,non-travel,2,4,,4,1,3,3,sales_executive,3,,9852.0,8935,1,Yes,19,3.0,1,1,10.0,5,2.0,10,9,6,1992,yes
225,42,No,non-travel,2,1,life_sciences,3,0,3,4,manager,3,,17861.0,26582,0,Yes,13,,4,0,21.0,3,2.0,20,2,10,1981,no
226,40,No,travel_rarely,2,3,life_sciences,3,0,3,2,research_scientist,4,single,5304.0,22455,1,,13,3.0,3,0,9.0,4,3.0,9,8,8,1983,yes
227,34,No,,15,2,medical,3,1,3,2,sales_executive,1,single,5304.0,23553,1,,12,3.0,4,0,,6,4.0,10,9,6,1989,yes
228,58,No,travel_rarely,1,3,,4,1,3,5,research_director,1,,19132.0,22456,3,,21,4.0,3,1,,3,3.0,9,1,5,1965,no
229,31,Yes,travel_frequently,1,5,,3,1,4,3,manufacturing_director,2,,7446.0,8931,1,,11,3.0,1,0,,2,3.0,10,4,7,1992,yes
230,40,No,non-travel,8,1,,4,0,2,3,research_director,2,,13757.0,25178,2,No,11,3.0,3,1,16.0,5,3.0,9,4,8,1983,yes
231,53,No,,2,3,medical,4,0,4,4,research_director,2,single,16598.0,19764,4,No,12,3.0,2,0,35.0,2,2.0,9,8,8,1970,yes
232,34,No,,15,3,,2,0,3,4,research_director,1,,15341.0,11929,7,,14,3.0,4,2,16.0,3,2.0,14,6,9,1989,yes
233,35,No,travel_rarely,16,3,life_sciences,4,1,2,3,healthcare_representative,2,single,10007.0,21195,1,No,19,3.0,4,0,,3,1.0,11,3,3,1988,yes
234,37,No,,13,3,,1,0,3,2,research_scientist,4,married,4285.0,3031,1,,17,3.0,1,0,,2,3.0,10,3,7,1986,yes
235,42,No,travel_frequently,2,3,,4,0,3,3,healthcare_representative,4,,10124.0,18611,2,Yes,14,3.0,3,1,24.0,3,1.0,20,13,9,1981,yes
236,45,No,,1,4,,1,0,3,3,healthcare_representative,2,divorced,10007.0,20933,1,,12,3.0,1,3,,4,3.0,10,7,7,1978,yes
237,30,Yes,travel_rarely,1,3,,2,0,2,2,sales_executive,1,married,9714.0,5323,1,No,11,3.0,4,1,,4,3.0,10,6,7,1993,yes
238,38,No,travel_rarely,14,3,life_sciences,3,0,3,2,sales_executive,2,married,9924.0,12355,0,,11,3.0,4,1,10.0,3,3.0,9,7,7,1985,yes
239,50,No,,20,5,medical,2,0,3,4,healthcare_representative,3,,11245.0,20689,2,,15,3.0,3,1,32.0,3,3.0,30,12,13,1973,no
240,39,No,travel_rarely,3,2,,3,0,2,2,laboratory_technician,3,,3069.0,10302,0,,15,3.0,4,1,,3,,10,0,7,1984,yes
241,34,No,travel_rarely,3,3,,4,1,3,2,research_scientist,2,,5304.0,19332,1,No,12,3.0,3,1,11.0,2,3.0,11,7,9,1989,yes
242,54,No,travel_rarely,22,5,,2,1,3,4,manager,3,,15341.0,18685,3,,25,4.0,3,1,36.0,6,3.0,10,4,7,1969,yes
243,41,No,travel_rarely,6,3,marketing,4,0,3,3,sales_executive,3,,9241.0,15869,1,No,12,3.0,2,0,,3,3.0,10,8,7,1982,no
244,39,No,,1,3,life_sciences,4,0,3,2,laboratory_technician,4,married,6472.0,8989,1,,15,3.0,4,1,,2,3.0,9,5,8,1984,yes
245,40,No,travel_rarely,7,4,,2,0,3,5,manager,2,,19132.0,4349,1,No,14,3.0,2,0,,3,2.0,21,12,8,1983,no
246,33,No,,4,3,technical_degree,4,0,3,2,research_scientist,2,,3055.0,6194,5,No,15,,4,2,11.0,2,2.0,9,1,7,1990,yes
247,36,No,,10,3,life_sciences,4,0,3,3,healthcare_representative,1,,8321.0,25949,7,,13,3.0,4,1,15.0,1,3.0,12,5,7,1987,no
248,33,No,,8,4,life_sciences,4,0,4,1,research_scientist,1,married,3143.0,6076,6,No,19,3.0,2,1,14.0,1,3.0,10,7,6,1990,yes
249,34,No,travel_rarely,8,2,,2,0,4,2,sales_executive,3,,5304.0,22128,1,No,21,4.0,3,2,10.0,5,3.0,10,4,8,1989,no
250,29,No,travel_frequently,46,1,medical,4,0,3,1,laboratory_technician,4,married,2683.0,7003,1,No,13,,2,0,,3,4.0,11,3,10,1994,no
251,46,No,travel_rarely,2,2,life_sciences,4,0,3,3,manufacturing_director,4,divorced,8578.0,19989,3,,14,3.0,3,1,12.0,4,2.0,9,4,7,1977,yes
252,27,No,travel_rarely,23,1,medical,2,1,2,2,sales_representative,3,married,5304.0,7018,1,No,21,4.0,4,1,,5,3.0,9,5,8,1996,no
253,31,No,,36,3,life_sciences,2,0,3,2,laboratory_technician,3,divorced,4197.0,18624,1,No,11,3.0,1,1,10.0,2,3.0,10,0,2,1992,no
254,45,No,travel_rarely,25,2,life_sciences,2,1,2,2,manufacturing_director,4,,5304.0,23888,0,No,13,,4,2,10.0,2,2.0,9,3,8,1978,yes
255,34,No,travel_rarely,1,3,marketing,1,0,3,3,sales_executive,4,,9888.0,6770,1,No,21,4.0,1,0,14.0,3,2.0,14,2,1,1989,no
256,31,No,,1,3,life_sciences,4,0,1,2,research_scientist,1,married,5304.0,5771,1,,21,,2,0,10.0,6,3.0,10,8,7,1992,yes
257,35,No,,7,4,,3,1,3,2,sales_executive,4,,5304.0,13586,1,Yes,11,3.0,4,0,10.0,2,3.0,10,0,9,1988,no
258,39,No,travel_rarely,15,4,marketing,2,0,3,4,sales_executive,1,single,13341.0,25098,0,No,12,3.0,1,0,21.0,3,3.0,20,11,10,1984,no
259,40,No,travel_rarely,2,2,marketing,2,1,3,2,sales_executive,2,married,5677.0,4258,3,No,14,3.0,3,1,,4,3.0,11,5,10,1983,yes
260,30,No,travel_rarely,1,2,medical,4,0,3,1,laboratory_technician,2,married,2683.0,4077,1,No,13,3.0,3,0,12.0,6,2.0,12,1,7,1993,no
261,47,No,,1,1,,3,1,3,3,research_director,2,married,10007.0,17231,0,No,18,3.0,1,2,14.0,3,1.0,13,5,12,1976,yes
262,52,No,non-travel,29,4,,1,0,3,1,sales_representative,4,divorced,2683.0,19788,2,,15,3.0,2,2,16.0,3,,9,0,0,1971,yes
263,49,No,travel_frequently,8,1,,3,0,2,2,research_scientist,2,married,5304.0,24907,1,No,23,4.0,4,1,10.0,3,3.0,10,1,7,1974,yes
264,33,No,travel_frequently,19,4,life_sciences,19,1,3,1,research_scientist,3,married,2909.0,23159,1,,11,3.0,3,0,,3,3.0,8,3,0,1990,yes
265,32,No,,2,2,life_sciences,4,0,3,1,laboratory_technician,4,,2683.0,11864,0,,13,3.0,3,0,8.0,2,2.0,7,3,6,1991,yes
266,38,No,travel_frequently,23,3,,4,0,2,3,manufacturing_director,3,,9526.0,8787,0,No,21,4.0,2,0,,2,3.0,9,1,8,1985,yes
267,36,No,travel_rarely,27,3,medical,3,0,3,2,healthcare_representative,3,,5304.0,16577,6,,13,3.0,2,2,17.0,3,2.0,7,7,7,1987,yes
268,42,No,,8,4,,3,0,3,2,sales_executive,2,,6825.0,21173,0,,11,,4,1,10.0,2,3.0,9,4,2,1981,no
269,31,No,,7,4,life_sciences,4,0,3,2,laboratory_technician,4,divorced,5304.0,9528,3,No,22,4.0,4,1,,3,2.0,7,1,7,1992,no
270,31,No,travel_rarely,8,4,,3,1,3,2,manufacturing_director,4,single,4424.0,20682,1,No,23,4.0,4,0,11.0,2,3.0,11,1,8,1992,no
271,51,No,,21,4,marketing,3,0,3,2,sales_executive,4,,5441.0,8423,0,,22,4.0,4,0,11.0,2,1.0,10,1,0,1972,yes
272,34,Yes,travel_frequently,7,3,,1,0,1,2,laboratory_technician,3,,6074.0,22887,1,Yes,24,4.0,4,0,9.0,3,,9,0,6,1989,yes
273,36,No,,11,2,technical_degree,2,1,3,3,sales_executive,4,,10007.0,22952,0,No,14,3.0,3,1,10.0,6,3.0,9,2,8,1987,no
274,30,No,travel_frequently,23,3,,1,0,1,1,research_scientist,3,divorced,2683.0,22310,1,No,25,4.0,3,3,,2,2.0,10,0,9,1993,no
275,33,No,non-travel,12,2,,12,0,3,2,sales_executive,2,married,6146.0,15480,0,,13,3.0,1,1,,2,4.0,7,0,7,1990,yes
276,31,Yes,,6,4,life_sciences,2,0,1,2,sales_executive,3,married,6172.0,20739,4,,18,3.0,2,0,,3,2.0,7,7,7,1992,no
277,41,No,travel_rarely,23,1,,3,0,3,3,sales_executive,3,divorced,10007.0,21196,3,Yes,13,3.0,3,1,,2,3.0,9,0,7,1982,no
278,26,No,travel_rarely,25,1,,3,1,3,1,human_resources,3,,2683.0,8916,1,,23,4.0,4,1,8.0,3,3.0,8,5,7,1997,yes
279,32,No,,9,2,,4,0,1,2,sales_executive,4,divorced,4668.0,22812,0,No,17,3.0,4,3,,2,4.0,8,0,7,1991,yes
280,40,No,travel_frequently,26,3,,2,1,3,2,research_scientist,2,divorced,5605.0,8504,1,No,11,3.0,1,1,20.0,2,3.0,20,2,13,1983,no
281,53,No,travel_rarely,6,2,marketing,2,0,3,2,sales_representative,3,,5304.0,16047,2,Yes,20,4.0,4,1,13.0,3,1.0,7,4,5,1970,yes
282,29,No,non-travel,1,1,technical_degree,4,0,3,2,manufacturing_director,3,married,4319.0,26283,1,,13,3.0,1,1,10.0,1,3.0,10,0,9,1994,no
283,36,No,travel_frequently,3,2,,4,0,3,1,laboratory_technician,2,,2683.0,15062,4,No,12,,3,0,13.0,3,2.0,8,7,2,1987,yes
284,33,No,travel_rarely,14,3,,4,1,3,1,research_scientist,2,,2683.0,4673,1,,13,3.0,4,1,8.0,5,3.0,8,1,6,1990,yes
285,51,No,travel_rarely,3,3,,4,1,3,4,healthcare_representative,2,single,15341.0,7192,3,,18,3.0,3,0,,6,3.0,7,1,0,1972,no
286,27,No,travel_rarely,9,3,medical,4,1,3,1,research_scientist,2,single,2683.0,11781,1,No,16,3.0,4,0,,2,2.0,7,0,3,1996,no
287,37,No,,21,3,life_sciences,2,0,4,1,research_scientist,1,,3564.0,22977,1,Yes,12,3.0,1,1,,3,2.0,8,1,7,1986,yes
288,38,No,,29,3,,4,0,3,2,manufacturing_director,4,married,6261.0,4185,3,No,18,3.0,1,1,9.0,3,1.0,7,1,7,1985,yes
289,49,No,non-travel,18,4,,4,0,3,2,manufacturing_director,4,divorced,6804.0,23793,1,Yes,15,3.0,1,2,7.0,0,3.0,7,1,7,1974,no
290,27,No,,20,3,life_sciences,4,1,3,2,sales_executive,3,single,5304.0,12916,1,,14,3.0,4,0,7.0,2,3.0,7,0,7,1996,no
291,45,No,,6,3,medical,4,1,2,3,sales_executive,4,single,10007.0,16840,6,,12,3.0,4,0,23.0,2,3.0,19,12,8,1978,yes
292,35,No,,1,3,,3,1,3,3,sales_executive,3,single,10007.0,9096,1,No,14,3.0,1,0,10.0,3,4.0,10,0,8,1988,yes
293,33,Yes,travel_rarely,2,2,,1,1,3,1,laboratory_technician,1,,2683.0,21509,7,No,20,,1,0,13.0,3,4.0,9,1,7,1990,yes
294,52,No,,2,4,life_sciences,1,0,2,5,manager,3,,19132.0,21030,1,Yes,18,3.0,4,0,33.0,2,4.0,33,15,12,1971,yes
295,40,No,,2,2,medical,1,0,3,5,research_director,3,,19436.0,5949,0,No,19,3.0,4,1,,5,3.0,21,3,9,1983,yes
296,38,No,non-travel,2,2,life_sciences,4,0,2,2,sales_executive,4,,5304.0,19682,3,No,18,3.0,4,1,13.0,0,3.0,8,7,5,1985,yes
297,46,No,,27,3,,27,1,1,4,manager,2,married,15341.0,14977,3,Yes,12,3.0,2,1,28.0,2,2.0,7,7,7,1977,no
298,45,No,travel_rarely,20,2,medical,3,0,3,4,healthcare_representative,4,married,15341.0,7501,0,Yes,14,3.0,2,0,21.0,2,3.0,20,4,10,1978,yes
299,47,Yes,non-travel,10,4,life_sciences,1,0,3,3,manager,2,married,10007.0,10268,1,,12,3.0,4,1,,2,2.0,10,9,9,1976,yes
300,35,No,,22,3,life_sciences,2,1,4,3,manager,2,divorced,10007.0,19100,7,,18,,2,1,10.0,6,2.0,7,6,2,1988,no
301,29,No,travel_frequently,2,2,,2,0,3,2,sales_executive,4,single,5304.0,20260,1,,18,3.0,1,0,,3,,10,0,9,1994,yes
302,55,No,travel_rarely,20,2,technical_degree,2,0,3,2,laboratory_technician,4,married,5304.0,15972,3,,19,,4,1,12.0,4,3.0,10,0,8,1968,yes
303,26,Yes,travel_rarely,45,4,,4,0,2,2,sales_executive,4,single,5828.0,8450,1,,12,3.0,2,0,,0,,8,7,4,1997,yes
304,31,No,travel_rarely,7,3,technical_degree,2,0,4,2,sales_executive,4,,5304.0,12241,4,,11,3.0,2,1,10.0,3,2.0,8,7,7,1992,yes
305,43,No,travel_frequently,10,4,life_sciences,3,1,3,1,laboratory_technician,4,,2455.0,10675,0,No,19,3.0,1,0,,5,3.0,8,1,7,1980,yes
306,31,No,travel_rarely,13,3,marketing,4,0,3,2,sales_executive,4,,5304.0,7143,4,,12,3.0,4,3,13.0,3,3.0,7,1,7,1992,yes
307,32,No,,2,4,medical,1,1,4,2,research_scientist,4,single,5055.0,10557,7,,16,3.0,3,0,,0,2.0,7,0,7,1991,yes
308,33,No,,10,3,,2,0,2,2,sales_executive,4,,4682.0,4317,3,No,14,3.0,3,0,,6,2.0,7,0,1,1990,no
309,43,No,travel_frequently,10,4,life_sciences,3,1,2,2,laboratory_technician,3,divorced,5257.0,6227,1,No,11,,2,1,9.0,3,4.0,9,0,0,1980,no
310,29,Yes,travel_rarely,8,4,,2,0,1,1,laboratory_technician,1,,2119.0,4759,1,,11,3.0,4,0,7.0,4,2.0,7,0,7,1994,no
311,27,No,,8,4,,2,1,3,2,sales_executive,2,,5304.0,3415,1,No,18,3.0,1,1,8.0,3,3.0,8,0,7,1996,no
312,29,No,travel_rarely,10,1,,4,1,2,2,sales_executive,2,divorced,5304.0,11866,1,Yes,14,3.0,1,2,7.0,2,3.0,7,1,7,1994,no
313,37,No,,6,3,medical,3,0,4,2,research_scientist,1,divorced,5974.0,17001,4,,13,3.0,1,2,13.0,2,3.0,7,6,7,1986,no
314,26,No,travel_rarely,1,3,,3,0,3,2,sales_executive,3,,5304.0,20156,1,,17,3.0,2,1,,3,3.0,8,7,7,1997,yes
315,40,No,travel_rarely,10,4,life_sciences,4,1,4,1,laboratory_technician,3,married,2683.0,22495,3,Yes,13,3.0,3,1,,3,3.0,7,1,7,1983,yes
316,41,Yes,,4,3,,1,0,3,2,sales_executive,2,,5304.0,9558,1,No,18,3.0,3,0,8.0,5,3.0,8,7,7,1982,no
317,51,No,travel_rarely,14,2,,3,1,3,2,sales_executive,4,,5304.0,14862,4,No,11,3.0,3,1,18.0,2,2.0,7,0,7,1972,yes
318,37,No,,14,3,,4,1,3,1,laboratory_technician,1,,3034.0,26914,1,No,12,3.0,3,1,,2,2.0,18,12,17,1986,no
319,56,No,,6,3,life_sciences,3,1,4,4,sales_executive,1,married,13212.0,18256,9,No,11,3.0,4,3,36.0,0,2.0,7,7,7,1967,yes
320,41,No,travel_rarely,1,3,marketing,2,0,4,3,sales_executive,1,married,8392.0,19566,1,,16,3.0,3,1,10.0,2,3.0,10,0,7,1982,yes
321,46,No,,18,3,medical,3,1,3,2,manufacturing_director,3,,5304.0,26314,2,No,14,3.0,3,1,19.0,5,2.0,10,0,8,1977,no
322,30,No,non-travel,2,3,,3,1,3,1,laboratory_technician,4,single,2683.0,7181,0,,14,3.0,3,0,12.0,2,2.0,11,6,7,1993,no
323,35,No,travel_rarely,16,3,life_sciences,4,0,3,3,healthcare_representative,3,,10007.0,14295,4,Yes,12,3.0,3,0,10.0,2,3.0,8,0,0,1988,no
324,48,No,travel_rarely,2,5,,2,1,3,2,sales_executive,4,married,4051.0,19658,2,No,14,3.0,1,1,14.0,2,3.0,9,6,7,1975,yes
325,45,No,travel_rarely,2,3,other,4,0,3,2,sales_executive,2,,4805.0,16177,0,No,19,3.0,2,1,,3,4.0,8,3,7,1978,yes
326,26,Yes,travel_frequently,17,4,life_sciences,2,1,3,1,human_resources,3,,2741.0,22808,0,Yes,11,3.0,2,1,8.0,2,,7,1,0,1997,yes
327,41,No,,2,4,other,1,1,2,2,healthcare_representative,3,single,5304.0,2112,2,Yes,17,3.0,1,0,10.0,3,3.0,8,0,7,1982,yes
328,34,No,,21,4,,4,0,4,2,sales_executive,4,single,5337.0,19921,1,,12,3.0,4,0,10.0,3,3.0,10,5,7,1989,yes
329,31,No,travel_rarely,6,4,medical,1,0,4,2,sales_executive,4,divorced,5304.0,6219,4,No,22,4.0,4,2,13.0,4,4.0,7,5,7,1992,yes
330,43,No,travel_frequently,9,5,,4,0,3,2,laboratory_technician,3,divorced,5304.0,19627,3,,13,3.0,2,1,10.0,3,3.0,8,4,7,1980,no
331,53,No,,1,1,,4,1,3,2,sales_executive,1,single,5304.0,7507,7,,20,4.0,4,0,18.0,2,4.0,14,8,10,1970,no
332,37,No,travel_rarely,3,3,other,3,0,3,3,manufacturing_director,3,married,9434.0,9606,1,No,15,,3,1,,2,3.0,10,7,8,1986,yes
333,54,No,,19,4,,3,0,3,3,human_resources,2,,10007.0,6729,2,,15,,3,1,16.0,1,4.0,9,7,1,1969,yes
334,38,No,travel_rarely,7,4,marketing,4,1,2,2,sales_executive,4,,5304.0,7791,0,No,20,,1,0,,2,3.0,7,0,5,1985,yes
335,29,No,,1,4,life_sciences,2,0,1,1,research_scientist,4,divorced,2683.0,18959,1,,18,3.0,4,1,10.0,5,3.0,10,2,8,1994,yes
336,34,No,,9,3,medical,4,1,2,3,healthcare_representative,2,,10007.0,17654,1,,14,3.0,2,0,9.0,3,4.0,8,7,7,1989,no
337,39,No,,2,4,technical_degree,4,1,2,2,healthcare_representative,3,single,5304.0,20978,1,No,11,3.0,1,0,20.0,4,3.0,20,11,10,1984,no
338,32,No,,10,3,marketing,4,0,3,2,sales_executive,4,,5396.0,21703,1,,12,3.0,4,0,10.0,2,2.0,10,0,8,1991,yes
339,38,No,travel_rarely,1,4,life_sciences,2,1,4,2,healthcare_representative,4,,5304.0,19383,0,,13,3.0,3,0,10.0,4,,9,1,8,1985,yes
340,27,No,travel_rarely,1,2,life_sciences,3,1,3,3,manufacturing_director,1,married,10007.0,6009,1,,11,3.0,4,0,9.0,3,3.0,9,0,7,1996,no
341,32,No,travel_rarely,3,2,life_sciences,3,1,3,3,research_director,4,single,11159.0,19373,3,,15,3.0,4,0,10.0,6,3.0,7,7,7,1991,no
342,47,No,,35,4,marketing,4,0,3,2,sales_executive,1,single,4960.0,11825,2,,12,3.0,4,0,20.0,2,3.0,7,1,7,1976,no
343,27,No,travel_frequently,10,2,,4,0,3,3,manufacturing_director,1,,8793.0,4809,1,No,21,4.0,3,2,9.0,4,2.0,9,1,7,1996,yes
344,41,No,,1,3,,4,0,2,5,manager,3,,19189.0,19562,1,No,12,,2,1,22.0,3,3.0,22,2,10,1982,no
345,28,Yes,,35,2,,35,1,1,1,research_scientist,2,,2216.0,3872,7,Yes,13,3.0,4,0,10.0,4,3.0,7,3,7,1995,yes
346,36,No,,8,3,,1,1,4,3,research_director,1,married,11713.0,20335,9,,14,3.0,1,1,10.0,2,3.0,8,0,5,1987,no
